date,actual,predicted,residual,abs_error,squared_error,model_family,spec,dataset,vix_lag1,sentiment_extreme_lag1,vix_regime,sentiment_regime
2024-01-18,0.0145922049996853,-0.00015154529689599593,0.014743750296581296,0.014743750296581296,0.00021737817280794106,ols,macro_only,test,14.79,0.3636363636363636,normal_vix,normal_extreme_sentiment
2024-01-19,0.0193444416618312,-0.00021909300569163186,0.019563534667522833,0.019563534667522833,0.0003827318886873677,ols,macro_only,test,14.13,0.6,normal_vix,high_extreme_sentiment
2024-01-22,0.0009456575750181,-0.00030525337104310034,0.0012509109460612003,0.0012509109460612003,1.5647781949757272e-06,ols,macro_only,test,13.3,0.0,normal_vix,normal_extreme_sentiment
2024-01-23,0.0042511044749934,-0.00031791701168726994,0.00456902148668067,0.00456902148668067,2.087595734574964e-05,ols,macro_only,test,13.19,0.2727272727272727,normal_vix,normal_extreme_sentiment
2024-01-24,0.0054487399304954,-0.00038368252791876555,0.0058324224584141654,0.0058324224584141654,3.4017151733413936e-05,ols,macro_only,test,12.55,0.2903225806451613,normal_vix,normal_extreme_sentiment
2024-01-25,0.0010103557011173,-0.0003210170071043276,0.0013313727082216275,0.0013313727082216275,1.772553288197391e-06,ols,macro_only,test,13.14,0.7,normal_vix,high_extreme_sentiment
2024-01-26,-0.0054943448510703,-0.00028992900259951237,-0.005204415848470788,0.005204415848470788,2.708594432381391e-05,ols,macro_only,test,13.45,0.4285714285714285,normal_vix,high_extreme_sentiment
2024-01-29,0.0100099855018983,-0.0003094201943906228,0.010319405696288923,0.010319405696288923,0.00010649013392460027,ols,macro_only,test,13.26,0.2857142857142857,normal_vix,normal_extreme_sentiment
2024-01-30,-0.0068177300734869,-0.00027611072970402787,-0.006541619343782872,0.006541619343782872,4.279278363895426e-05,ols,macro_only,test,13.6,0.4666666666666667,normal_vix,high_extreme_sentiment
2024-01-31,-0.0196153040105769,-0.0003069226371928066,-0.019308381373384094,0.019308381373384094,0.0003728135912600458,ols,macro_only,test,13.31,0.1666666666666666,normal_vix,normal_extreme_sentiment
2024-02-01,0.0120337277753201,-0.00020069376392457046,0.012234421539244672,0.012234421539244672,0.00014968107039993396,ols,macro_only,test,14.35,0.5833333333333334,normal_vix,high_extreme_sentiment
2024-02-02,0.0170362122607454,-0.00025326856757340734,0.017289480828318805,0.017289480828318805,0.00029892614731280353,ols,macro_only,test,13.88,0.4,normal_vix,normal_extreme_sentiment
2024-02-05,-0.0016843435082735,-0.00025157417933011696,-0.001432769328943383,0.001432769328943383,2.0528279499608718e-06,ols,macro_only,test,13.85,0.2222222222222222,normal_vix,normal_extreme_sentiment
2024-02-06,-0.0022911882798343,-0.00026610781685927685,-0.002025080462975023,0.002025080462975023,4.1009508815231345e-06,ols,macro_only,test,13.67,0.4117647058823529,normal_vix,high_extreme_sentiment
2024-02-07,0.0103228312493516,-0.00033206162578595916,0.010654892875137559,0.010654892875137559,0.00011352674218065711,ols,macro_only,test,13.06,0.5714285714285714,normal_vix,high_extreme_sentiment
2024-02-08,0.001581373475192,-0.0003560208600342128,0.0019373943352262127,0.0019373943352262127,3.753496810166619e-06,ols,macro_only,test,12.83,0.3333333333333333,normal_vix,normal_extreme_sentiment
2024-02-09,0.0100287496384272,-0.00035838036872401074,0.010387130007151212,0.010387130007151212,0.00010789246978546113,ols,macro_only,test,12.79,0.4444444444444444,normal_vix,high_extreme_sentiment
2024-02-12,-0.0044497126601682,-0.00034319404878844074,-0.004106518611379759,0.004106518611379759,1.6863495105608347e-05,ols,macro_only,test,12.93,0.2,normal_vix,normal_extreme_sentiment
2024-02-13,-0.0159087760358076,-0.00023902346510038157,-0.015669752570707216,0.015669752570707216,0.0002455411456271854,ols,macro_only,test,13.93,0.2857142857142857,normal_vix,normal_extreme_sentiment
2024-02-14,0.0117043044404282,-3.479887688461706e-05,0.011739103317312817,0.011739103317312817,0.0001378065466945448,ols,macro_only,test,15.85,0.1666666666666666,normal_vix,normal_extreme_sentiment
2024-02-15,0.0021366775672958,-0.0001891345113445471,0.0023258120786403473,0.0023258120786403473,5.409401825149333e-06,ols,macro_only,test,14.38,0.5833333333333334,normal_vix,high_extreme_sentiment
2024-02-16,-0.0089914811456499,-0.00022858128463799148,-0.008762899861011907,0.008762899861011907,7.67884139741225e-05,ols,macro_only,test,14.01,0.25,normal_vix,normal_extreme_sentiment
2024-02-20,-0.0079405810871434,-0.00020281473573201326,-0.007737766351411387,0.007737766351411387,5.9873028109034286e-05,ols,macro_only,test,14.24,0.44,normal_vix,high_extreme_sentiment
2024-02-21,-0.003836660488802,-8.079710430896554e-05,-0.0037558633844930345,0.0037558633844930345,1.4106509762975472e-05,ols,macro_only,test,15.42,0.2083333333333333,normal_vix,normal_extreme_sentiment
2024-02-22,0.0296377712892022,-8.762465545590647e-05,0.029725395944658107,0.029725395944658107,0.0008835991640666966,ols,macro_only,test,15.34,0.4782608695652174,normal_vix,high_extreme_sentiment
2024-02-23,-0.0037332004700284,-0.0001706599032967333,-0.003562540566731667,0.003562540566731667,1.2691695289608788e-05,ols,macro_only,test,14.54,0.0,normal_vix,normal_extreme_sentiment
2024-02-26,-0.0002385940798061,-0.0002550631981776453,1.646911837154528e-05,1.646911837154528e-05,2.7123185993597024e-10,ols,macro_only,test,13.75,0.3076923076923077,normal_vix,normal_extreme_sentiment
2024-02-27,0.002101176296599,-0.00025550246579528435,0.002356678762394284,0.002356678762394284,5.553934789120254e-06,ols,macro_only,test,13.74,0.2857142857142857,normal_vix,normal_extreme_sentiment
2024-02-28,-0.0053870571181434,-0.0002868916894097205,-0.00510016542873368,0.00510016542873368,2.60116874004502e-05,ols,macro_only,test,13.43,0.5,normal_vix,high_extreme_sentiment
2024-02-29,0.0094297686894349,-0.0002453866265360993,0.009675155315970999,0.009675155315970999,9.360863038816188e-05,ols,macro_only,test,13.84,0.2608695652173913,normal_vix,normal_extreme_sentiment
2024-03-01,0.0142551872856352,-0.0002918241215780867,0.014547011407213288,0.014547011407213288,0.00021161554088159351,ols,macro_only,test,13.4,0.4285714285714285,normal_vix,high_extreme_sentiment
2024-03-04,-0.0041845646872092,-0.00032384090550534864,-0.0038607237817038513,0.0038607237817038513,1.4905188118613688e-05,ols,macro_only,test,13.11,0.2631578947368421,normal_vix,normal_extreme_sentiment
2024-03-05,-0.0181938441113226,-0.00028335242637502384,-0.01791049168494758,0.01791049168494758,0.0003207857123965763,ols,macro_only,test,13.49,0.1818181818181818,normal_vix,normal_extreme_sentiment
2024-03-06,0.0066657469273766,-0.00018501793218419308,0.006850764859560793,0.006850764859560793,4.6932979160993006e-05,ols,macro_only,test,14.46,0.3656716417910448,normal_vix,normal_extreme_sentiment
2024-03-07,0.0154438202933728,-0.00018145354705591233,0.01562527384042871,0.01562527384042871,0.0002441491825883858,ols,macro_only,test,14.5,0.2956521739130435,normal_vix,normal_extreme_sentiment
2024-03-08,-0.0153950409741469,-0.0001883062202964375,-0.015206734753850462,0.015206734753850462,0.0002312447818739635,ols,macro_only,test,14.44,0.2307692307692307,normal_vix,normal_extreme_sentiment
2024-03-11,-0.0037119591274794,-0.00015705504519001958,-0.0035549040822893804,0.0035549040822893804,1.2637343034277702e-05,ols,macro_only,test,14.74,0.2527472527472527,normal_vix,normal_extreme_sentiment
2024-03-12,0.0147867784571443,-0.00010675194591013029,0.01489353040305443,0.01489353040305443,0.00022181724786670667,ols,macro_only,test,15.22,0.2280701754385964,normal_vix,normal_extreme_sentiment
2024-03-13,-0.0083025397047976,-0.00024870003674192767,-0.008053839668055672,0.008053839668055672,6.48643333987471e-05,ols,macro_only,test,13.84,0.2376237623762376,normal_vix,normal_extreme_sentiment
2024-03-14,-0.0029742414740607,-0.0002571717319449906,-0.002717069742115709,0.002717069742115709,7.382467983520726e-06,ols,macro_only,test,13.75,0.288135593220339,normal_vix,normal_extreme_sentiment
2024-03-15,-0.0115323946658525,-0.0001864486614515445,-0.011345946004400954,0.011345946004400954,0.000128730490734782,ols,macro_only,test,14.4,0.2792792792792792,normal_vix,normal_extreme_sentiment
2024-03-18,0.0098767870656814,-0.0001848045173954224,0.010061591583076821,0.010061591583076821,0.00010123562518464233,ols,macro_only,test,14.41,0.2409638554216867,normal_vix,normal_extreme_sentiment
